,property_id,displayPrice,dateSold,tenure,newBuild
125,2e228f94-b5d3-4ada-91d0-d9db42efdeeb,"£190,000",20 Jan 2023,Freehold,False
126,2e228f94-b5d3-4ada-91d0-d9db42efdeeb,"£112,000",14 Jul 2006,Freehold,False
127,c43f86a0-449f-4b18-b4fc-0b55f4a8f862,"£135,000",19 Jan 2023,Freehold,False
128,c43f86a0-449f-4b18-b4fc-0b55f4a8f862,"£88,000",18 Dec 2009,Freehold,False
129,71bea706-b5e1-4035-9e3e-8fefa3f7d182,"£135,000",16 Jan 2023,Freehold,False
130,71bea706-b5e1-4035-9e3e-8fefa3f7d182,"£101,000",18 Nov 2005,Freehold,False
131,71bea706-b5e1-4035-9e3e-8fefa3f7d182,"£43,000",5 Jul 2002,Freehold,False
132,cafeb166-a740-4360-a8bf-5a1f8e2a80e6,"£256,500",13 Jan 2023,Freehold,False
133,cafeb166-a740-4360-a8bf-5a1f8e2a80e6,"£150,000",5 Mar 2021,Freehold,False
134,ad1ecee4-e99b-4ffe-aaea-71784b5b1382,"£125,000",13 Jan 2023,Freehold,False
135,ad1ecee4-e99b-4ffe-aaea-71784b5b1382,"£109,950",18 Apr 2008,Freehold,False
136,753afd0c-351e-4b4b-aa4e-4d7b63d626e8,"£90,000",13 Jan 2023,Freehold,False
137,753afd0c-351e-4b4b-aa4e-4d7b63d626e8,"£105,000",4 Sep 2015,Freehold,False
138,7fc4c99b-3b65-48fc-b134-3af7a61fbf8d,"£175,000",12 Jan 2023,Freehold,False
139,7fc4c99b-3b65-48fc-b134-3af7a61fbf8d,"£89,950",17 May 2004,Freehold,False
140,7fc4c99b-3b65-48fc-b134-3af7a61fbf8d,"£39,000",31 Oct 1996,Freehold,False
141,1eefc145-25f0-485b-bd26-a585be04989e,"£305,000",10 Jan 2023,Freehold,False
142,1eefc145-25f0-485b-bd26-a585be04989e,"£199,000",11 Aug 2014,Freehold,True
143,4709a7b6-02a3-46ac-a263-1da102146171,"£202,100",9 Jan 2023,Freehold,False
144,4709a7b6-02a3-46ac-a263-1da102146171,"£95,000",27 May 2016,Freehold,False
145,85fa77d9-2772-450e-abcb-952baa36a64c,"£330,000",4 Jan 2023,Freehold,False
146,673f6b4a-a5a5-4c6c-aa0a-6d7f3ff63b52,"£256,000",4 Jan 2023,Freehold,False
147,673f6b4a-a5a5-4c6c-aa0a-6d7f3ff63b52,"£162,500",25 Feb 2005,Freehold,False
148,673f6b4a-a5a5-4c6c-aa0a-6d7f3ff63b52,"£129,995",13 Nov 2003,Freehold,False
149,673f6b4a-a5a5-4c6c-aa0a-6d7f3ff63b52,"£56,000",12 Oct 1995,Freehold,False
150,796c329a-6bfa-4dbb-a4d8-371b63498ab8,"£352,500",4 Jan 2023,Freehold,False
151,796c329a-6bfa-4dbb-a4d8-371b63498ab8,"£240,000",8 Sep 2017,Freehold,False
152,796c329a-6bfa-4dbb-a4d8-371b63498ab8,"£209,950",10 Jul 2007,Freehold,False
153,796c329a-6bfa-4dbb-a4d8-371b63498ab8,"£187,500",7 May 2004,Freehold,False
154,796c329a-6bfa-4dbb-a4d8-371b63498ab8,"£143,500",20 Dec 2002,Freehold,False
155,2ce5bfb4-8be0-450c-9637-f95c06c2a339,"£145,000",21 Dec 2022,Freehold,False
156,2ce5bfb4-8be0-450c-9637-f95c06c2a339,"£120,000",17 Mar 2017,Leasehold,False
157,14ab0a72-82c9-4ed4-92aa-ab4b3fe8d7bd,"£191,000",21 Dec 2022,Freehold,False
158,14ab0a72-82c9-4ed4-92aa-ab4b3fe8d7bd,"£150,000",10 Nov 2020,Freehold,False
159,14ab0a72-82c9-4ed4-92aa-ab4b3fe8d7bd,"£59,000",18 Oct 2002,Freehold,False
160,cdc5cde7-964a-4a4e-a0fb-f1fda6beadc3,"£150,000",20 Dec 2022,Freehold,False
161,db029891-889c-462b-9f4a-cfcc49f4dbfe,"£245,000",20 Dec 2022,Freehold,False
162,db029891-889c-462b-9f4a-cfcc49f4dbfe,"£155,000",30 May 2019,Freehold,False
163,fa39b7ae-c0a0-4d68-9fc4-937c86df816b,"£218,000",19 Dec 2022,Freehold,False
164,fa39b7ae-c0a0-4d68-9fc4-937c86df816b,"£158,000",4 Oct 2019,Freehold,False
165,4e914e5e-1ccd-44e8-b5cb-c11703ff2dcc,"£190,000",19 Dec 2022,Freehold,False
166,4e914e5e-1ccd-44e8-b5cb-c11703ff2dcc,"£108,000",16 Jan 2008,Freehold,False
167,b2849c15-0754-459a-add7-6e1fa65e8e37,"£150,000",16 Dec 2022,Freehold,False
168,b2849c15-0754-459a-add7-6e1fa65e8e37,"£83,500",11 May 2011,Freehold,False
169,7e76bfe3-8e32-423a-9e65-3f81e6e7917a,"£240,000",16 Dec 2022,Freehold,False
170,bfe03adb-5476-4907-b1a0-47e2f061d548,"£250,000",31 Mar 2023,,False
171,bfe03adb-5476-4907-b1a0-47e2f061d548,"£167,761",18 Jun 2015,,False
172,bfe03adb-5476-4907-b1a0-47e2f061d548,"£180,000",3 Mar 2015,,False
173,e5a951ac-9241-4aa1-9a81-17386247f058,"£115,000",30 Mar 2023,,False
174,f3358099-f49c-4fbb-b2b8-c8e0b290f435,"£185,000",30 Mar 2023,,False
175,647b8b67-453a-4aaf-8e57-3db7da13e3a6,"£770,000",30 Mar 2023,,False
176,11a1e933-f104-4a18-8bce-629238dae774,"£95,000",30 Mar 2023,,False
177,11a1e933-f104-4a18-8bce-629238dae774,"£75,000",31 Jan 2022,,False
178,167d02eb-f032-4969-9de8-90d6e428e95e,"£92,500",30 Mar 2023,,False
179,3e6d9a6c-271d-4ba0-b61c-c89ca5fde1aa,"£115,000",30 Mar 2023,,False
180,9c0aa352-027c-421b-a3a1-76016fa1fe30,"£400,000",29 Mar 2023,,False
181,c2818c7c-7cae-4354-be6a-83550ad30cdc,"£153,000",28 Mar 2023,,False
182,c2818c7c-7cae-4354-be6a-83550ad30cdc,"£119,500",12 Feb 2020,,False
183,b479a4f0-ba73-4c13-a3f0-bc11adf0ab8d,"£205,100",28 Mar 2023,,False
184,b479a4f0-ba73-4c13-a3f0-bc11adf0ab8d,"£190,000",15 Feb 2016,,False
185,b479a4f0-ba73-4c13-a3f0-bc11adf0ab8d,"£162,500",25 Aug 2011,,False
186,b479a4f0-ba73-4c13-a3f0-bc11adf0ab8d,"£167,500",6 Oct 2008,,False
187,b479a4f0-ba73-4c13-a3f0-bc11adf0ab8d,"£184,000",8 Sep 2004,,False
188,b479a4f0-ba73-4c13-a3f0-bc11adf0ab8d,"£133,600",20 May 2003,,False
189,b479a4f0-ba73-4c13-a3f0-bc11adf0ab8d,"£103,505",27 Feb 2002,,False
190,14016f71-4c05-4bf9-8b4c-23e06e8a046c,"£105,000",28 Mar 2023,,False
191,3e917cdd-6485-4690-84b7-209b65c1dc15,"£115,500",27 Mar 2023,,False
192,0c890e62-6603-422f-a83a-8e8be24ad76e,"£210,000",27 Mar 2023,,False
193,7cf3271d-46c3-424f-8862-c48dea17b387,"£135,000",24 Mar 2023,,False
194,7cf3271d-46c3-424f-8862-c48dea17b387,"£110,050",8 Aug 2018,,False
195,7cf3271d-46c3-424f-8862-c48dea17b387,"£82,000",13 Jul 2005,,False
196,7cf3271d-46c3-424f-8862-c48dea17b387,"£12,920",11 Mar 2002,,False
197,18ab6f0a-55f7-4731-be21-c7ef7ee2bed6,"£115,000",24 Mar 2023,,False
198,18ab6f0a-55f7-4731-be21-c7ef7ee2bed6,"£63,000",9 Apr 2015,,False
